Address,PropertyType,Beds,Baths,Sqft,YearBuilt,WalkScore,TransitScore,ParkingPrice,ParkingType,Cooling,Laundry,Description,Price
5837 Nicholson St Pittsburgh PA 15217,0.0,1.0,1.0,900.0,1950.0,91.0,50.0,0.0,0.0,1.0,0.0,"Large 3 Bedroom Apartment in the Heart of Squirrel Hill! Central AC! Call Today! - 3 Bedrooms / 1 Bathroom Monthly Rent: $1,495.00 + Gas & Electric*Water, Sewage & Trash Removal IncludedFeatures:- Kitchen equipped with Stove, Fridge, Dishwasher & Microwave- Fireplace & Original Built-In Shelves- Wall to Wall Carpet in Bedrooms & Living Room- Central Heat & Air Conditioning- Double Pane Windows- Coin-Operated Laundry On-Site- Additional Private Storage IncludedPets:-Cats Allowed with Additional Refundable Deposit + $20.00 Monthly Pet RentLocation:- Right on Murray Avenue - Walking Distance to Shopping, Dining & Entertainment!- Easy Commutes to Carnegie Mellon University & Chatham University- Close to Public Transportation- Oakland, Shadyside & Friendship neighborhoods are nearbyCall Today to Schedule an Appointment!Contact: John C.R. Kelly Realty, Inc.No Dogs Allowed(RLNE5851378)",945.0
450 Mower Dr Pittsburgh PA 15239,0.0,2.0,1.0,900.0,1950.0,81.0,65.0,0.0,1.0,0.0,0.0,"Spacious Townhouse in Plum! Patio, Yard & Garage! Call Today! - REGENCY PLACE TOWNHOUSES
2 Bedroom / 1 Bathroom 

Monthly Rent: $950.00 + Utilities
*Trash Removal Included

Features:
- Spacious Kitchen Equipped with Stove, Fridge, Dishwasher & Garbage Disposal
- Spacious Floorplan with Lots of Natural Light
- Two Large Bedrooms
- Wall To Wall Carpet in Bedrooms & Living Areas
- Central Heat & Air Conditioning
- Washer / Dryer Hookups in Basement
- Private Patio off of Kitchen + Yard
- Integral Garage

Pet Policy:
- Cats allowed with Additional Refundable Pet Deposit+ $20.00 Monthly Pet Rent

Location:
- Located just off Saltsburg Road in Plum Borough
- Easy access to the PA Turnpike, Route 376 & Route 48
- Quick commute into Monroeville

Call Today to Schedule an Appointment!

Contact: John C.R. Kelly Realty, Inc.

No Dogs Allowed

(RLNE5693280)Read less",950.0
1921 Meadville St Pittsburgh PA 15214,1.0,2.0,1.5,1324.0,1910.0,35.0,52.0,0.0,0.0,0.0,1.0,"2-bedroom, 1.5 bathroom, single-family home for $1400. Available now!

Great location - in the heart of Fine View. Walking distance to breathtaking Pittsburgh's views.

Located on a quiet street, this home is minutes away from Pittsburgh's North Side and is move-in ready. Parking is available on the site street!

Newly remodeled and renovated from top to bottom. House is equipped with brand new high-traffic flooring, brand new carpeting on the second floor, new supply lines throughout, with wiring and piping and a custom designed kitchen. 

The kitchen is equipped with a stove, microwave, dishwasher and refrigerator! You can enjoy the amenities of cooking for your friends or family.

Amazing bedrooms has ample space with natural lighting and provides a peaceful sanctuary after a long day's work.

1.5 bathroom with brand new tiling, shower, bath and vanity.

Great backyard with fantastic view!

Prerecorded video tour available upon request.

Currently Section 8 is not accepted.

PRICE: $1400
SECURITY DEPOSIT: only $1400
AVAILABLE: now

FEATURES: 
- Total renovation of every room
- Open floor concept
- Kitchen open concept with appliances (stove, fridge, microwave, dishwasher)
- New 1.5 bathroom
- New floor
- A lot of closets and storage spaces
- Washer/Dryer in basement
- Central Air

AMENITIES: 
- Dog- and cat-friendly community 
- Front porch
- Backyard

TENANTS responsible for Water ($50 per person/month), Electricity and Gas/Heat.

First and Last month's payments and Security Deposit required when tenant is move in.

PET POLICY:
Recurring pet rent - $50 per monthRead less",1400.0
12 Edith Pl Pittsburgh PA 15213,1.0,2.0,2.0,1102.0,1925.0,79.0,62.0,0.0,0.0,1.0,1.0,"2 bed 1 bath - recently updated, washer/dryer, central air - 2 bed 1 bath located in South Oakland - walking distance to campus, shuttle routes. First floor features newer plank flooring throughout with large living room and office. Kitchen includes all appliances plush dishwasher. Large basement with laundry included and plenty of room for storage. Second floor has 2 nice size bedrooms with plank floors and fresh paint. Bathroom has updated vanity and tile surround shower. Central air. Great location.

Available Aug 1, 2021
$1200/month, plus utilities.

Security deposit $1200. Application fee $30/person, tenants must pass a background/credit check and provide proof of income.

(RLNE5820741)Read less",1200.0
841 California Ave Pittsburgh PA 15202,0.0,2.0,1.0,1047.0,1950.0,74.0,62.0,0.0,1.0,1.0,2.0,"Your new home awaits at The Avalon Apartments! Our beautiful, award-winning high-rise building with spectacular city views is nestled in a cozy suburb, just minutes away from downtown Pittsburgh, shopping, parks, and much more! Our community features a fitness center, elevators, plenty of storage space, central air conditioning, and laundry facilities on every floor. Stop in today for a tour and prepare to make yourself at home at The Avalon Arms! Plus, we welcome your cats and dogs to our pet friendly community!",1240.0
5557 Hobart St Pittsburgh PA 15217,0.0,2.0,1.0,936.0,1950.0,80.0,50.0,0.0,1.0,0.0,1.0,"Hobart Court is a no-brainer if you're looking for a comfortable apartment in an ideal location. The building has attractive curb appeal with well-kept landscaping and outdoor space in the courtyard. It holds one and two bedroom units with a handful of different floor plans to choose from. Most units have up-to-date kitchens and bathrooms, large living areas, as well as considerably bright windows. Some units feature original fireplaces, wood-inspired flooring, and ample closet space. Hobart Court has all the makings of a cozy apartment, and the location is the cherry on top! Only five minutes from the campuses of PITT and CMU, just down the road from Schenley Park, and within walking distance to Squirrel Hill's main strip, Murray Ave, you can easily walk to the grocery store, take a stroll to grab a cup of coffee, or to pick up that take-out you've been craving. Plus, there is a Healthy Ride Bike Station nearby and Hobart Court is a stop on Walnut Capital's resident shuttle route that goes around Pittsburgh's East End! You're a student? Lucky you! There are stops at CMU and PITT.",1428.0
3927 Hoosac St Pittsburgh PA 15207,0.0,1.0,1.0,900.0,1899.0,65.0,43.0,0.0,1.0,0.0,0.0,"NEWLY RENOVATED 2ND FLOOR, NEW WOOD FL, NEW KITCHEN, NEW CERAMIC BATH, CEILING FANS, Quiet residential neighborhood. Located 2 blocks from the edge of Schenley Park, perfect for any outdoor enthusiast. Biking, hiking trails, golf and more are available right outside your front door in this urban oasis. The vibrant shopping districts and international restaurants of Squirrel Hill and the Waterfront are a short distance away. Hospitals and Universities such as PITT, CMU, Duquense are a short commute away by bike and on the bus line, it takes only minutes to get anywhere in the city. Security system, SS APPLIANCES, AVAILABLE NOW. PORCH. FREE PARKING. CALL TO ARRANGE VIEWING, NO TEXT. NO SMOKING, NO PETS. $1040.MO PLUS WATER AND ELECTRIC AND $1040 SECURITY DEPOSIT. GAS HEAT IS PAID BY LANDLORD. MUST SEE TO APPRECIATE.

Owner pays for gas heat. Tenant pays for electric and water.Read less",1040.0
4628 Henry St Pittsburgh PA 15213,0.0,2.0,1.0,1000.0,1950.0,83.0,69.0,0.0,1.0,0.0,0.0,"Best Location for CMU
 Basically on campus! Restaurants and access to everything at your door

Owner pays all utilities.Read less",1800.0
219 Fairmount St Pittsburgh PA 15206,0.0,1.0,1.0,900.0,1950.0,49.0,46.0,0.0,0.0,1.0,0.0,"This is a 2nd floor apartment which has been beautifully renovated. The updates include hardwood floors, ceramic bathroom with full size tub, large windows, ceiling fans, decorative brick fireplace, and ample closets. The ceramic kitchen looks out into the living room and has a dishwasher, built in microwave, glass top stove, refrigerator, and garbage disposal. Landlord pays water, sewage & trash. Tenant pays electric. The heat is electric and a window AC unit will be installed upon request. 
This is a completely renovated 5 unit building in one of the most sought after neighborhoods in Pittsburgh. It is only blocks from the busway, the shops on Walnut, Shadyside Hospital, Aldi, Market District, Whole Foods, and more. The common hallway of this former mansion has original wainscotting and a beautiful window seat between the first and second floor. Each unit has tall ceilings, large windows, ceiling fans, hardwood floors, and ceramic kitchens and baths. There is a covered front porch, coin operated laundry on the 1st floor, storage in the basement, and relatively easy on street parking. 
All of our properties are pet friendly for friendly pets with a two pet maximum. We require proof of vaccinations and licenses, but we do not charge additional rent or fees for pets.Read less",1100.0
75 26th St Pittsburgh PA 15203,0.0,1.0,1.0,600.0,2013.0,91.0,65.0,125.0,2.0,1.0,2.0,"The Brix at 26, a Hudson Property, ties historic architecture and modern, upscale boutique living, while offering residents immediate access to the luxuries of the Southside Works area of Pittsburgh. Originally constructed in 1908 for Pittsburgh Mercantile Company and renovated into a beautiful apartment community in 2013, The Brix at 26 preserves the history of the building in a modern and progressive way. Residents indulge in casual sophistication while enjoying everything this beautiful and exciting area has to offer! The Brix at 26 is ideally located within the Southside Works area and is within walking distance to the riverfront trail and many of the best restaurants and nightlife that the Southside has to offer. \n\nWoof Woof, Meow Meow! We love your furry, four-legged friends and are happy to welcome your dog(s) and cat(s) ! Attached garage w/assigned parking, Controlled building access, Custom Closets, Fiber optic Internet/Cable, Green, sustainable community, Historic landmark with modern design, Intercom/Callbox for Residents, Minutes away from Carnegie Mellon University, Minutes away from downtown Pittsburgh, Minutes away from University of Pittsburgh, Outdoor Grilling Stations/Fire Pit, Oversized Floor to Ceiling Windows, Pet Friendly, Planned Social Activities, Resident/Guest Boutique Hotel Style Lobby, Rooftop Sundeck/Courtyard, Smoke-free community, Soaring 9 ft. to 18 ft. ceilings, Studios to Penthouses, V-Suites Furnished Rentals, Washer/dryer in every apartment home",1499.0
318 4th Ave Pittsburgh PA 15222,0.0,1.0,1.0,580.0,2020.0,98.0,99.0,0.0,0.0,0.0,0.0,"Originally known as the Commonwealth Trust Bank, this historic tower has been serving the people of Downtown Pittsburgh for over a hundred years. Today, the building has been reborn&#8212;with stunning, light-filled modern apartment homes and amazing amenities, all within a timeless monument right in Pittsburgh&#8217;s Fourth Avenue Historic District. Throughout the iconic tower, you&#8217;ll find some of the best amenity spaces in Pittsburgh. Come explore, and you&#8217;ll find a stunning outdoor roof terrace, a 2-story club \u0026 game room, and even a bicycle garage tucked away in the bank&#8217;s original vault. With a completely reimagined interior and unbelievable skyline and river views, The Commonwealth Building has become home to stunning boutique living spaces that combine the best of both worlds&#8212;old-world craftsmanship, with modern simplicity and style. Clubroom, Den, Library/Billiards Room, On-site Management, Package Lockers, Roofdeck with Grilling Station, Storage Lockers, Terrace",1485.0
229 Craig St Pittsburgh PA 15213,0.0,2.0,1.0,700.0,1950.0,90.0,71.0,0.0,1.0,1.0,2.0,"Fantastic building located on the 200 block of North Craig! The building has great curb appeal as well as an elevator, attached garage, Central A/C, laundry room, and 24 hour video surveillance at the entrance. You have found the best 2 bedrooms in North Oakland, so don't hesitate to call for more info! Ask for a video tour, more info, or an in person showing. We are open seven days a week and we look forward to helping you find your next home!",1249.0
